iter	RMSE
298	3.541972503
299	3.541408719
300	3.540969487
301	3.540064847
302	3.539432776
303	3.538884443
304	3.538126047
305	3.537746048
306	3.537127953
307	3.5365334
308	3.535929628
309	3.535542782
310	3.53504301
311	3.534682677
312	3.534009756
313	3.53342484
314	3.532899516
315	3.532382211
316	3.531853505
317	3.531417206
318	3.530904746
319	3.53046611
320	3.530025472
321	3.529498635
322	3.528958509
323	3.528518778
324	3.528057059
325	3.527522341
326	3.52729912
327	3.526720474
328	3.526207437
329	3.52593548
330	3.525326132
331	3.525032197
332	3.524518661
333	3.523997224
334	3.52334204
335	3.522946633
336	3.522334104
337	3.521861457
338	3.521255361
339	3.520754238
340	3.520259906
341	3.519633887
342	3.519073255
343	3.51856577
344	3.518144321
345	3.517882129
346	3.517425425
347	3.516873208
348	3.516280653
349	3.515842586
350	3.515472007
351	3.514998788
352	3.514760546
353	3.51428666
354	3.51381678
355	3.513304022
356	3.512746248
357	3.512219281
358	3.511881347
359	3.51145594
360	3.511050336
361	3.510603908
362	3.510144249
363	3.509573407
364	3.509122189
365	3.508591982
366	3.508197233
367	3.507894533
368	3.507525903
369	3.507114926
370	3.506583652
371	3.506201239
372	3.505820382
373	3.505334033
374	3.505143532
375	3.504799244
376	3.50439918
377	3.504103992
378	3.503782517
379	3.50334564
380	3.503027526
381	3.502570997
382	3.502176432
383	3.501854953
384	3.501482232
385	3.501214987
386	3.500826608
387	3.500474737
388	3.500184369
389	3.499980271
390	3.499594434
391	3.499262536
392	3.498748201
393	3.498357241
394	3.497894158
395	3.4974356
396	3.497076962
397	3.496727212
398	3.496478459
399	3.496007697
400	3.495645426
401	3.495364799
402	3.49502852
403	3.494718337
404	3.494418471
405	3.493754153
406	3.4933033
407	3.492930086
408	3.492589633
409	3.492218482
410	3.491972993
411	3.491617695
412	3.491136552
413	3.490811109
414	3.490378522
415	3.490012688
416	3.489836775
417	3.48951499
418	3.489053927
419	3.488584758
420	3.488207148
421	3.487891813
422	3.487554493
423	3.4871786
424	3.486948089
425	3.486581618
426	3.486156912
427	3.485889936
428	3.48532419
429	3.484963871
430	3.48457112
431	3.484174367
432	3.48382296
433	3.483355685
434	3.483146828
435	3.482650296
436	3.482299898
437	3.481891286
438	3.481709829
439	3.481286616
440	3.480824118
441	3.480477534
442	3.480044847
443	3.4797962
444	3.479473009
445	3.479188756
446	3.478890027
447	3.478597946
448	3.478138816
449	3.477906737
450	3.47765708
451	3.477291908
452	3.477019867
453	3.476776963
454	3.476388604
455	3.476110279
456	3.475840963
457	3.475522405
458	3.475314535
459	3.475045114
460	3.474692734
461	3.474505762
462	3.47430621
463	3.474071982
464	3.473739628
465	3.473254148
466	3.472865819
467	3.472595932
468	3.472267468
469	3.471847304
470	3.471539062
471	3.471232349
472	3.471103211
473	3.470819294
474	3.470551734
475	3.47030202
476	3.469852396
477	3.469562407
478	3.469228247
479	3.468858632
480	3.46867941
481	3.468314711
482	3.468046407
483	3.467920235
484	3.467797691
485	3.467550484
486	3.467246228
487	3.466925815
488	3.466577905
489	3.466243868
490	3.465970721
491	3.465731434
492	3.465540464
493	3.465328393
494	3.465060459
495	3.464859322
496	3.464532613
497	3.464164351
498	3.463917042
499	3.46368187
500	3.463325682
501	3.46307834
502	3.462734967
503	3.462427229
504	3.46217343
505	3.461959182
506	3.461725076
507	3.461433858
508	3.46115375
509	3.460865677
510	3.460455397
511	3.460282067
512	3.459938856
513	3.459659553
514	3.459337085
515	3.459098684
516	3.458732046
517	3.458480797
518	3.458139927
519	3.457828195
520	3.457465257
521	3.457154036
522	3.456912652
523	3.456647371
524	3.456519921
525	3.456193698
526	3.456080087
527	3.455773309
528	3.455496273
529	3.455264262
530	3.454851351
531	3.454651924
532	3.454438103
533	3.454172292
534	3.45397684
535	3.453757441
536	3.453530757
537	3.453270197
538	3.452911278
539	3.45258508
540	3.452460374
541	3.452282704
542	3.452085871
543	3.451814214
544	3.451493117
545	3.451193288
546	3.450960724
547	3.450762309
548	3.45046334
549	3.45026767
550	3.450017277
551	3.449616055
552	3.449278882
553	3.448995485
554	3.448774772
555	3.448442754
556	3.448267848
557	3.44814497
558	3.447924642
559	3.44774781
560	3.447541558
561	3.447247206
562	3.447092349
563	3.446840129
564	3.446522893
565	3.446316899
566	3.44616971
567	3.445920097
568	3.44566266
569	3.445558031
570	3.445310446
571	3.445072527
572	3.444773007
573	3.444550877
574	3.444260904
575	3.444046817
576	3.443775683
577	3.443464688
578	3.442985246
579	3.442735585
580	3.442357248
581	3.442090752
582	3.441731545
583	3.441411379
584	3.441150331
585	3.440718274
586	3.440535447
587	3.440297494
588	3.440142163
589	3.439908663
590	3.439719591
591	3.439476488
592	3.439132454
593	3.438921646
594	3.438727798
595	3.438557984
596	3.438380014
597	3.438182027
598	3.437981427
599	3.437825665
600	3.437541614
601	3.437310278
602	3.437171723
603	3.436899498
604	3.436701902
605	3.436440705
606	3.436232359
607	3.43593321
608	3.435666147
609	3.435433975
610	3.435237212
611	3.435081499
612	3.434884378
613	3.434703604
614	3.434493614
615	3.434393687
616	3.434035044
617	3.433900786
618	3.433669811
619	3.433445409
620	3.433226576
621	3.433002457
622	3.43289481
623	3.432620094
624	3.432452451
625	3.432251282
626	3.43195171
627	3.431757221
628	3.431579849
629	3.431287458
630	3.431066986
631	3.430857965
632	3.430703687
633	3.430404602
634	3.430195697
635	3.429863222
636	3.429660207
637	3.429441003
638	3.429260512
639	3.429088215
640	3.428942507
641	3.428765072
642	3.428541335
643	3.42841481
644	3.428140669
645	3.427959889
646	3.427848512
647	3.427587202
648	3.427441371
649	3.42727263
650	3.427085884
651	3.426923491
652	3.426735478
653	3.426534977
654	3.426286766
655	3.426195379
656	3.425972557
657	3.425755303
658	3.425519668
659	3.425344475
660	3.4249895
661	3.424744313
662	3.424549708
663	3.424431477
664	3.424243099
665	3.424011717
666	3.423832719
667	3.42362119
668	3.423459425
669	3.423247458
670	3.42316046
671	3.422827292
672	3.422602607
673	3.42238085
674	3.422187719
675	3.422094435
676	3.421891253
677	3.421709185
678	3.421546092
679	3.421416339
680	3.42120521
681	3.42107797
682	3.42077817
683	3.420615581
684	3.420408209
685	3.420270825
686	3.420023852
687	3.419860744
688	3.419687895
689	3.419573473
690	3.419442847
691	3.419312435
692	3.419064881
693	3.418914122
694	3.418740018
695	3.41850813
696	3.418427
697	3.418150133
698	3.417913953
699	3.417644218
700	3.417421034
701	3.417295606
702	3.417122062
703	3.416877005
704	3.416640527
705	3.41645507
706	3.416221632
707	3.415997499
708	3.415862795
709	3.415637141
710	3.415400937
711	3.415137429
712	3.414973071
713	3.414753322
714	3.414625593
715	3.414481008
716	3.4143598
717	3.414132652
718	3.41398474
719	3.413821804
720	3.413522631
721	3.413243093
722	3.413008681
723	3.412782791
724	3.412643332
725	3.412458102
726	3.412287128
727	3.412084614
728	3.411903392
729	3.411652831
730	3.411466164
731	3.411250117
732	3.411033242
733	3.410847484
734	3.410718961
735	3.410591153
736	3.410484266
737	3.410215508
738	3.410016565
739	3.409838877
740	3.409565108
741	3.40937009
742	3.409187759
743	3.40898149
744	3.408847218
745	3.408718916
746	3.408443025
747	3.408336248
748	3.40808125
749	3.407918031
750	3.407735413
751	3.407550579
752	3.407294529
753	3.407045337
754	3.406866088
755	3.406773498
756	3.406592655
757	3.406416633
758	3.406229764
759	3.406061007
760	3.40588628
761	3.405679466
762	3.405512516
763	3.405326091
764	3.405132656
765	3.405022646
766	3.404845549
767	3.404662567
768	3.404534628
769	3.404331893
770	3.40417799
771	3.404037881
772	3.403892078
773	3.403648416
774	3.403504829
775	3.403329371
776	3.403079894
777	3.402996722
778	3.40280234
779	3.402628041
780	3.402532487
781	3.402412414
782	3.4022777
783	3.40210171
784	3.401927568
785	3.401761114
786	3.401592978
787	3.40138778
788	3.40121852
789	3.401047708
790	3.400974946
791	3.400787815
792	3.400685011
793	3.400595628
794	3.400441996
795	3.400266512
796	3.400074557
797	3.39992687
798	3.39968104
799	3.399552263
800	3.399441573
801	3.399340242
802	3.399061819
803	3.398826096
804	3.398646343
805	3.398463902
806	3.39824087
807	3.398035102
808	3.397822058
809	3.397589625
810	3.397458133
811	3.397287913
812	3.397155713
813	3.396985591
814	3.396826782
815	3.396647093
816	3.39648074
817	3.396325567
818	3.396174146
819	3.395908892
820	3.395709503
821	3.395576692
822	3.395385902
823	3.395243862
824	3.395057969
825	3.394834962
826	3.394687807
827	3.394504587
828	3.39438084
829	3.394175837
830	3.394063191
831	3.39389669
832	3.393728977
833	3.393603559
834	3.393481303
835	3.393290666
836	3.393183183
837	3.392984521
838	3.392889581
839	3.392747999
840	3.392555976
841	3.392400627
842	3.39227163
843	3.392075495
844	3.391952252
845	3.391834991
846	3.391717685
847	3.391580891
848	3.391378094
849	3.391234783
850	3.391034272
851	3.390873203
852	3.390723589
853	3.390560971
854	3.390399162
855	3.390249095
856	3.390092013
857	3.389943598
858	3.389809847
859	3.389612135
860	3.389408068
861	3.389226791
862	3.389088703
863	3.388973064
864	3.388794859
865	3.388683284
866	3.388447302
867	3.388227407
868	3.387986997
869	3.387786458
870	3.387616802
871	3.387421058
872	3.387269284
873	3.387094624
874	3.386908724
875	3.386738282
876	3.386580525
877	3.386466497
878	3.386348687
879	3.386207268
880	3.386023219
881	3.385847506
882	3.385696488
883	3.385554494
884	3.385477081
885	3.385332975
886	3.385188377
887	3.384950876
888	3.384835732
889	3.384695738
890	3.384537216
891	3.384401504
892	3.384263543
893	3.384167525
894	3.384039926
895	3.383901213
896	3.383755876
897	3.383700219
898	3.383536741
899	3.383413164
900	3.38333669
901	3.383217531
902	3.383027827
903	3.38284963
904	3.382763715
905	3.382650077
906	3.382532424
907	3.382382218
908	3.382249727
909	3.38207166
910	3.381929112
911	3.381803776
912	3.381597186
913	3.381426641
914	3.381292713
915	3.38112886
916	3.380843862
917	3.380727068
918	3.380528517
919	3.380363713
920	3.38020374
921	3.379963232
922	3.37981869
923	3.37965272
924	3.37948148
925	3.37927286
926	3.379100905
927	3.378903498
928	3.378718236
929	3.378580011
930	3.378471908
931	3.378333926
932	3.378196578
933	3.378006058
934	3.377806854
935	3.377655153
936	3.377499709
937	3.377228459
938	3.377096459
939	3.377025839
940	3.376801165
941	3.376697733
942	3.376447412
943	3.376344406
944	3.376220741
945	3.376102556
946	3.376011733
947	3.375846156
948	3.37568117
949	3.375526052
950	3.375408321
951	3.375275327
952	3.375122389
953	3.374993059
954	3.374808456
955	3.374670918
956	3.374538809
957	3.374385906
958	3.37426114
959	3.374148291
960	3.374015365
961	3.37388111
962	3.373715312
963	3.373584456
964	3.373462599
965	3.373329711
966	3.373198876
967	3.373066601
968	3.372918717
969	3.372831077
970	3.372727044
971	3.372603033
972	3.372459887
973	3.372324849
974	3.37222128
975	3.372098786
976	3.372000737
977	3.37181477
978	3.371672043
979	3.371583512
980	3.371369796
981	3.371250342
982	3.371089542
983	3.370925865
984	3.370740743
985	3.370580656
986	3.370468474
987	3.370300784
988	3.370151935
989	3.369955966
990	3.369763942
991	3.369663799
992	3.369561355
993	3.369420536
994	3.369188204
995	3.369076301
996	3.368973931
997	3.368737492
998	3.368605882
999	3.368569339
1000	3.368414923
1001	3.368172414
1002	3.368057035
1003	3.367912925
1004	3.367775374
1005	3.367678811
1006	3.367564847
1007	3.36751172
1008	3.367355218
1009	3.367222029
1010	3.367147227
1011	3.367034187
1012	3.366931576
1013	3.366783643
1014	3.366689619
1015	3.366543482
1016	3.366381876
1017	3.366225977
1018	3.366067839
1019	3.365953466
1020	3.365835702
1021	3.365741478
1022	3.365634759
1023	3.365443355
1024	3.365320496
1025	3.365176025
1026	3.365026711
1027	3.364894229
1028	3.364755761
1029	3.364615563
1030	3.364515488
1031	3.364369695
1032	3.364241802
1033	3.36412031
1034	3.364030176
1035	3.363923112
1036	3.363800287
1037	3.363651393
1038	3.363508554
1039	3.363410837
1040	3.36318214
1041	3.36308353
1042	3.362903801
1043	3.362782447
1044	3.362615933
1045	3.362469181
1046	3.362364965
1047	3.36226141
1048	3.362186583
1049	3.362078374
1050	3.361979125
1051	3.361834999
1052	3.361723856
1053	3.361590804
1054	3.361474106
1055	3.361336751
1056	3.361233207
1057	3.361115715
1058	3.360937436
1059	3.360862008
1060	3.360679784
1061	3.360465634
1062	3.360381965
1063	3.360140816
1064	3.360006754
1065	3.359873768
1066	3.359715752
1067	3.359594915
1068	3.3594256
1069	3.35920496
1070	3.359091017
1071	3.358860174
1072	3.358796847
1073	3.358695916
1074	3.358565434
1075	3.358438559
1076	3.35834996
1077	3.358187853
1078	3.358021118
1079	3.357970223
1080	3.357881466
1081	3.357706543
1082	3.357597088
1083	3.357477653
1084	3.357315398
1085	3.35722004
1086	3.357071242
1087	3.356937872
1088	3.356776907
1089	3.356672709
1090	3.356586122
1091	3.356485793
1092	3.356358889
1093	3.356246977
1094	3.356080725
1095	3.355925028
1096	3.355812652
1097	3.355672688
1098	3.355582578
1099	3.355465458
1100	3.355395638
1101	3.355242636
1102	3.355112847
1103	3.354989039
1104	3.354897496
1105	3.354800224
1106	3.354669313
1107	3.354550473
1108	3.354430743
1109	3.354318344
1110	3.354205564
1111	3.354063942
1112	3.35387611
1113	3.353754305
1114	3.353659822
1115	3.353484698
1116	3.353358003
1117	3.353235778
1118	3.353117743
1119	3.352966065
1120	3.352876706
1121	3.352788643
1122	3.35262918
1123	3.352541266
1124	3.352391614
1125	3.35218714
1126	3.352106097
1127	3.351935101
1128	3.35185615
1129	3.351754973
1130	3.35159144
1131	3.351483146
1132	3.351377324
1133	3.351262169
1134	3.351172288
1135	3.351078303
1136	3.35097936
1137	3.350853272
1138	3.350718915
1139	3.350638197
1140	3.350507452
1141	3.350355328
1142	3.350235352
1143	3.350128218
1144	3.349999203
1145	3.349915649
1146	3.349772667
1147	3.349662407
1148	3.349629241
1149	3.349508229
1150	3.349394102
1151	3.349291201
1152	3.34918069
1153	3.349107463
1154	3.349012277
1155	3.348869154
1156	3.348761252
1157	3.348613308
1158	3.34847828
1159	3.348366925
1160	3.348250207
1161	3.3481172
1162	3.348044064
1163	3.347939221
1164	3.347827062
1165	3.347724508
1166	3.347561691
1167	3.347491881
1168	3.347342463
1169	3.347239406
1170	3.347156061
1171	3.347044676
1172	3.346932647
1173	3.346834232
1174	3.346665755
1175	3.346526957
1176	3.346398362
1177	3.346241785
1178	3.346162585
1179	3.345987159
1180	3.345842584
1181	3.34567722
1182	3.34560951
1183	3.345485861
1184	3.345363822
1185	3.345236786
1186	3.345112443
1187	3.344992345
1188	3.344831028
1189	3.344667863
1190	3.344498324
1191	3.344424374
1192	3.344342132
1193	3.344256645
1194	3.344137388
1195	3.344019925
1196	3.343930172
1197	3.343830946
1198	3.343672012
1199	3.343547968
1200	3.343359426
1201	3.34328343
1202	3.343163413
1203	3.343052575
1204	3.342939008
1205	3.342802351
1206	3.342732724
1207	3.342646634
1208	3.342551176
1209	3.342484903
1210	3.342324675
1211	3.342240952
1212	3.342122562
1213	3.341994455
1214	3.341905712
1215	3.341822367
1216	3.341744324
1217	3.341620854
1218	3.341481889
1219	3.341397318
1220	3.341288081
1221	3.341142046
1222	3.341007063
1223	3.340874509
1224	3.34080836
1225	3.340719532
1226	3.340616436
1227	3.340511065
1228	3.340428062
1229	3.340346517
1230	3.340185263
1231	3.340056107
1232	3.339965959
1233	3.339881748
1234	3.339765384
1235	3.339629409
1236	3.339476022
1237	3.339382317
1238	3.339295488
1239	3.339227525
1240	3.33906728
1241	3.338897639
1242	3.338719672
1243	3.33866044
1244	3.338540944
1245	3.338452805
1246	3.338397144
1247	3.338284089
1248	3.338197155
1249	3.338131511
1250	3.338020552
1251	3.337901968
1252	3.337722154
1253	3.33760082
1254	3.337455313
1255	3.337336671
1256	3.337212118
1257	3.337161873
1258	3.337016474
1259	3.336928631
1260	3.336798165
1261	3.336693073
1262	3.336572492
1263	3.336439686
1264	3.336332939
1265	3.336253049
1266	3.336097242
1267	3.33598347
1268	3.335881893
1269	3.335791467
1270	3.335700698
1271	3.335557847
1272	3.335440586
1273	3.335345134
1274	3.335227312
1275	3.335189474
1276	3.335003812
1277	3.334917922
1278	3.334761816
1279	3.334665207
1280	3.334546623
1281	3.334462667
1282	3.334408045
1283	3.334281048
1284	3.334170234
1285	3.334094782
1286	3.333998292
1287	3.333887297
1288	3.33376576
1289	3.333682641
1290	3.333615725
1291	3.333417725
1292	3.333389357
1293	3.333283132
1294	3.333159451
1295	3.333046422
1296	3.333012155
1297	3.332921153
1298	3.332768267
1299	3.332673952
1300	3.332616463
1301	3.332478158
1302	3.332442932
1303	3.332376599
1304	3.332174405
1305	3.332063876
1306	3.331954817
1307	3.331858009
1308	3.331734236
1309	3.331599296
1310	3.331521628
1311	3.331426457
1312	3.331362819
1313	3.331229914
1314	3.331146438
1315	3.331070874
1316	3.330986733
1317	3.330847408
1318	3.33069727
1319	3.330547618
1320	3.330474404
1321	3.33029711
1322	3.330182547
1323	3.330086939
1324	3.32998509
1325	3.329891567
1326	3.329685556
1327	3.329585692
1328	3.329424389
1329	3.329343657
1330	3.329280475
1331	3.329218661
1332	3.329110374
1333	3.329042402
1334	3.328953739
1335	3.328913704
1336	3.328812109
1337	3.328699059
1338	3.328591905
1339	3.328457504
1340	3.328337595
1341	3.328198767
1342	3.328027667
1343	3.327924198
1344	3.327859249
1345	3.327788464
1346	3.327680503
1347	3.3276383
1348	3.327621333
1349	3.327473578
1350	3.327425805
1351	3.327335829
1352	3.32727406
1353	3.327170233
1354	3.32706734
1355	3.32693415
1356	3.326796886
1357	3.326683242
1358	3.326562243
1359	3.326460881
1360	3.326322611
1361	3.326182774
1362	3.32608213
1363	3.325977278
1364	3.325898585
1365	3.325828517
1366	3.325713943
1367	3.325564683
1368	3.325471465
1369	3.325406895
1370	3.325300414
1371	3.325150768
1372	3.32503804
1373	3.32490805
1374	3.324784096
1375	3.324691107
1376	3.324594693
1377	3.324475776
1378	3.324365266
1379	3.32425561
1380	3.324152513
1381	3.324058867
1382	3.323972806
1383	3.323868226
1384	3.323774414
1385	3.323682628
1386	3.323622998
1387	3.323443061
1388	3.323291396
1389	3.323213428
1390	3.323093899
1391	3.322967566
1392	3.32287603
1393	3.322731926
1394	3.322645506
1395	3.322535544
1396	3.322398551
1397	3.322287222
1398	3.322208669
1399	3.32213816
1400	3.321984792
1401	3.321926462
1402	3.321776106
1403	3.321620472
1404	3.321551555
1405	3.321487099
1406	3.321384984
1407	3.32123958
1408	3.321184317
1409	3.321071626
1410	3.321019656
1411	3.320880284
1412	3.320750181
1413	3.320620602
1414	3.320478591
1415	3.320390676
1416	3.320249867
1417	3.320132037
1418	3.320068536
1419	3.319946943
1420	3.319896484
1421	3.319811534
1422	3.319706833
1423	3.319619022
1424	3.319528342
1425	3.319329731
1426	3.319186461
1427	3.319075007
1428	3.318980268
1429	3.318829261
1430	3.318747251
1431	3.318675522
1432	3.318595504
1433	3.318465487
1434	3.318343134
1435	3.318217344
1436	3.318122367
1437	3.31797827
1438	3.317893675
1439	3.317814184
1440	3.317689898
1441	3.317549524
1442	3.317494851
1443	3.317366908
1444	3.317263126
1445	3.317185583
1446	3.317043654
1447	3.316900599
1448	3.316741775
1449	3.316672389
1450	3.316567226
1451	3.31649285
1452	3.31643395
1453	3.316368265
1454	3.316277101
1455	3.316168263
1456	3.316052604
1457	3.315956621
1458	3.315913709
1459	3.31581518
1460	3.315751099
1461	3.315649102
1462	3.315490333
1463	3.315398679
1464	3.315289929
1465	3.315191996
1466	3.315113894
1467	3.315062252
1468	3.314965458
1469	3.314906677
1470	3.314805365
1471	3.314698647
1472	3.314616176
1473	3.31452704
1474	3.314474715
1475	3.314422407
1476	3.314309603
1477	3.314224704
1478	3.314112704
1479	3.31403361
1480	3.313888588
1481	3.31376124
1482	3.313641194
1483	3.313563059
1484	3.313427889
1485	3.313280975
1486	3.313214087
1487	3.313122215
1488	3.31303603
1489	3.312928942
1490	3.312838473
1491	3.312744753
1492	3.312614717
1493	3.312474229
1494	3.312391424
1495	3.312325777
1496	3.312238115
1497	3.312147917
1498	3.312049117
1499	3.311951908
1500	3.311844497
1501	3.311720337
1502	3.31168237
1503	3.311625205
1504	3.311564702
1505	3.311487931
1506	3.311424796
1507	3.311382124
1508	3.311291367
1509	3.311194843
1510	3.311105253
1511	3.311049358
1512	3.310945705
1513	3.310832908
1514	3.310749465
1515	3.310667101
1516	3.310590757
1517	3.310473929
1518	3.310353145
1519	3.310243958
1520	3.310106889
1521	3.310043433
1522	3.309944437
1523	3.30987147
1524	3.309816544
1525	3.309733477
1526	3.309651294
1527	3.309562376
1528	3.309413276
1529	3.309309532
1530	3.309282557
1531	3.309124176
1532	3.309033295
1533	3.308875125
1534	3.308814004
1535	3.308680265
1536	3.308578508
1537	3.308483772
1538	3.308476044
1539	3.308350003
1540	3.30820808
1541	3.308051196
1542	3.307983658
1543	3.307940053
1544	3.307860543
1545	3.307736667
1546	3.30772188
1547	3.307637891
1548	3.307495096
1549	3.307341051
1550	3.307187459
1551	3.307066387
1552	3.306995567
1553	3.306882456
1554	3.30686488
1555	3.306732632
1556	3.306645173
1557	3.306611102
1558	3.306580349
1559	3.306471332
1560	3.306363236
1561	3.306241041
1562	3.306157018
1563	3.306078182
1564	3.30600352
1565	3.305922961
1566	3.305816968
1567	3.305725553
1568	3.305604087
1569	3.305522175
1570	3.305428632
1571	3.305347823
1572	3.30520538
1573	3.305158282
1574	3.305002044
1575	3.304926844
1576	3.304835004
1577	3.304773535
1578	3.304725214
1579	3.304695901
1580	3.304637663
1581	3.304611773
1582	3.304572785
1583	3.304536602
1584	3.30448349
1585	3.304411053
1586	3.304276298
1587	3.304161446
1588	3.304088899
1589	3.30393126
1590	3.303907378
1591	3.303789619
1592	3.303669081
1593	3.303595958
1594	3.303491812
1595	3.303430496
1596	3.303319367
1597	3.303167626
1598	3.303115475
1599	3.303066666
1600	3.302980625
1601	3.302924623
1602	3.302842866
1603	3.302759825
1604	3.302647402
1605	3.302562797
1606	3.302524735
1607	3.302461014
1608	3.302361106
1609	3.302271667
1610	3.302207574
1611	3.302149446
1612	3.302133286
1613	3.302039199
1614	3.301974768
1615	3.301944083
1616	3.301866727
1617	3.301841751
1618	3.301706247
1619	3.301644567
1620	3.301522759
1621	3.301436591
1622	3.301346783
1623	3.301267662
1624	3.301195509
1625	3.301102792
1626	3.300977027
1627	3.300919432
1628	3.300847092
1629	3.300722742
1630	3.30058121
1631	3.300479857
1632	3.300355302
1633	3.300300568
1634	3.300209662
1635	3.300137857
1636	3.300101112
1637	3.300051419
1638	3.299923876
1639	3.299786931
1640	3.299705329
1641	3.29962003
1642	3.299488267
1643	3.299437352
1644	3.299362664
1645	3.29923189
1646	3.299150736
1647	3.29910111
1648	3.299007613
1649	3.298879194
1650	3.298780268
1651	3.298672353
1652	3.298630707
1653	3.29852677
1654	3.298443371
1655	3.298345574
1656	3.298252349
1657	3.29822237
1658	3.298146941
1659	3.298118715
1660	3.297972639
1661	3.297869479
1662	3.297748997
1663	3.297634025
