iter	Passed	Remaining
382	24417	103090
383	24471	102985
384	24528	102892
385	24585	102801
386	24647	102729
387	24707	102649
388	24777	102611
389	24836	102529
390	24900	102466
391	24955	102367
392	25018	102302
393	25087	102261
394	25152	102200
395	25219	102151
396	25285	102098
397	25352	102046
398	25406	101942
399	25472	101888
400	25535	101821
401	25600	101764
402	25655	101666
403	25717	101597
404	25780	101531
405	25847	101480
406	25914	101431
407	25976	101361
408	26046	101320
409	26105	101239
410	26168	101170
411	26229	101098
412	26296	101048
413	26367	101012
414	26429	100942
415	26494	100881
416	26549	100784
417	26622	100756
418	26692	100719
419	26764	100686
420	26830	100628
421	26892	100558
422	26964	100527
423	27029	100467
424	27095	100412
425	27167	100378
426	27258	100414
427	27326	100365
428	27397	100330
429	27464	100276
430	27536	100241
431	27603	100190
432	27664	100117
433	27736	100082
434	27803	100030
435	27870	99975
436	27938	99924
437	28003	99867
438	28062	99785
439	28131	99738
440	28203	99703
441	28272	99659
442	28346	99627
443	28421	99603
444	28487	99544
445	28550	99479
446	28617	99426
447	28673	99334
448	28737	99267
449	28797	99190
450	28858	99116
451	28928	99072
452	28994	99014
453	29065	98976
454	29130	98916
455	29197	98861
456	29258	98785
457	29325	98732
458	29389	98670
459	29452	98602
460	29514	98529
461	29571	98444
462	29636	98384
463	29703	98327
464	29767	98266
465	29829	98193
466	29891	98123
467	29958	98069
468	30020	97999
469	30083	97931
470	30145	97861
471	30208	97792
472	30262	97695
473	30328	97638
474	30384	97549
475	30449	97489
476	30511	97418
477	30576	97358
478	30644	97306
479	30705	97233
480	30764	97153
481	30835	97114
482	30902	97057
483	30954	96955
484	31006	96856
485	31072	96799
486	31142	96752
487	31210	96702
488	31277	96648
489	31337	96571
490	31407	96524
491	31471	96461
492	31528	96376
493	31592	96313
494	31656	96247
495	31716	96174
496	31777	96101
497	31841	96034
498	31902	95963
499	31968	95904
500	32032	95841
501	32094	95770
502	32163	95722
503	32231	95670
504	32285	95579
505	32350	95517
506	32413	95450
507	32470	95367
508	32539	95316
509	32604	95257
510	32669	95195
511	32732	95129
512	32792	95054
513	32850	94971
514	32913	94905
515	32986	94868
516	33053	94813
517	33108	94724
518	33167	94646
519	33229	94576
520	33300	94532
521	33367	94477
522	33423	94389
523	33490	94335
524	33542	94238
525	33607	94176
526	33660	94083
527	33729	94032
528	33797	93982
529	33855	93900
530	33926	93857
531	33992	93798
532	34058	93740
533	34121	93673
534	34179	93593
535	34240	93521
536	34295	93434
537	34360	93373
538	34427	93318
539	34493	93259
540	34546	93167
541	34609	93099
542	34671	93033
543	34734	92966
544	34802	92913
545	34864	92844
546	34927	92776
547	34989	92709
548	35056	92653
549	35113	92571
550	35171	92493
551	35236	92432
552	35304	92378
553	35359	92293
554	35427	92238
555	35495	92185
556	35559	92122
557	35613	92033
558	35676	91967
559	35739	91900
560	35806	91844
561	35872	91786
562	35939	91730
563	35996	91650
564	36060	91587
565	36124	91524
566	36182	91445
567	36252	91397
568	36312	91324
569	36364	91229
570	36423	91153
571	36486	91088
572	36555	91037
573	36618	90971
574	36694	90937
575	36754	90866
576	36820	90806
577	36886	90748
578	36954	90696
579	37020	90635
580	37090	90586
581	37155	90525
582	37217	90459
583	37282	90397
584	37344	90329
585	37414	90280
586	37474	90206
587	37526	90114
588	37579	90024
589	37647	89972
590	37713	89912
591	37776	89846
592	37850	89808
593	37907	89726
594	37965	89648
595	38026	89580
596	38086	89506
597	38151	89445
598	38217	89386
599	38278	89317
600	38347	89264
601	38408	89195
602	38472	89130
603	38536	89068
604	38596	88996
605	38662	88937
606	38727	88875
607	38797	88825
608	38861	88761
609	38924	88695
610	38992	88642
611	39051	88567
612	39119	88513
613	39187	88458
614	39250	88393
615	39301	88301
616	39367	88242
617	39420	88153
618	39481	88083
619	39540	88008
620	39605	87948
621	39668	87882
622	39724	87801
623	39786	87734
624	39851	87672
625	39915	87611
626	39982	87553
627	40034	87463
628	40097	87399
629	40160	87332
630	40225	87271
631	40284	87197
632	40348	87134
633	40417	87083
634	40478	87012
635	40542	86949
636	40607	86888
637	40672	86827
638	40735	86762
639	40794	86688
640	40854	86616
641	40914	86543
642	40981	86487
643	41033	86400
644	41097	86336
645	41148	86246
646	41207	86173
647	41271	86109
648	41327	86029
649	41392	85968
650	41457	85907
651	41524	85850
652	41590	85792
653	41657	85736
654	41728	85685
655	41780	85598
656	41844	85535
657	41908	85473
658	41974	85413
659	42036	85345
660	42119	85321
661	42185	85262
662	42258	85217
663	42321	85152
664	42388	85094
665	42454	85036
666	42511	84959
667	42577	84899
668	42637	84829
669	42705	84773
670	42754	84681
671	42820	84620
672	42888	84566
673	42955	84507
674	43018	84443
675	43069	84355
676	43134	84294
677	43195	84224
678	43252	84148
679	43316	84084
680	43374	84010
681	43437	83944
682	43499	83878
683	43559	83807
684	43633	83763
685	43691	83688
686	43762	83639
687	43822	83569
688	43885	83502
689	43940	83423
690	44004	83361
691	44061	83284
692	44128	83227
693	44199	83175
694	44254	83097
695	44327	83049
696	44379	82965
697	44452	82917
698	44516	82855
699	44590	82810
700	44648	82735
701	44699	82650
702	44765	82589
703	44829	82527
704	44903	82482
705	44967	82419
706	45052	82394
707	45121	82340
708	45190	82286
709	45252	82219
710	45314	82151
711	45387	82105
712	45449	82038
713	45514	81977
714	45571	81901
715	45624	81819
716	45683	81746
717	45747	81682
718	45806	81611
719	45870	81547
720	45932	81481
721	46004	81431
722	46073	81376
723	46130	81301
724	46189	81229
725	46252	81165
726	46315	81099
727	46377	81032
728	46432	80954
729	46494	80887
730	46554	80818
731	46625	80767
732	46689	80703
733	46758	80648
734	46821	80584
735	46880	80512
736	46935	80434
737	47000	80371
738	47066	80311
739	47125	80240
740	47194	80186
741	47258	80122
742	47321	80058
743	47385	79994
744	47443	79921
745	47504	79853
746	47571	79794
747	47622	79710
748	47683	79642
749	47745	79576
750	47807	79510
751	47871	79446
752	47937	79386
753	48001	79323
754	48067	79263
755	48121	79183
756	48187	79124
757	48257	79071
758	48322	79009
759	48383	78942
760	48450	78883
761	48511	78814
762	48582	78763
763	48645	78698
764	48707	78632
765	48773	78572
766	48835	78505
767	48896	78438
768	48963	78379
769	49028	78318
770	49090	78251
771	49146	78175
772	49214	78119
773	49280	78059
774	49337	77984
775	49396	77914
776	49464	77856
777	49522	77784
778	49583	77716
779	49646	77652
780	49703	77577
781	49766	77513
782	49827	77445
783	49890	77380
784	49948	77308
785	50009	77241
786	50070	77173
787	50135	77111
788	50198	77047
789	50263	76986
790	50313	76901
791	50385	76850
792	50440	76774
793	50494	76696
794	50561	76636
795	50628	76578
796	50694	76519
797	50761	76461
798	50826	76399
799	50886	76329
800	50948	76264
801	51028	76224
802	51112	76190
803	51196	76157
804	51267	76105
805	51333	76045
806	51405	75994
807	51473	75936
808	51537	75873
809	51601	75809
810	51671	75755
811	51744	75704
812	51802	75632
813	51866	75568
814	51928	75503
815	51989	75435
816	52054	75374
817	52117	75309
818	52181	75245
819	52249	75188
820	52330	75149
821	52404	75100
822	52473	75044
823	52538	74982
824	52598	74912
825	52655	74839
826	52717	74773
827	52781	74710
828	52849	74651
829	52916	74593
830	52974	74521
831	53034	74452
832	53092	74380
833	53159	74320
834	53223	74257
835	53295	74205
836	53354	74134
837	53418	74071
838	53473	73995
839	53545	73943
840	53610	73881
841	53672	73815
842	53732	73746
843	53797	73685
844	53864	73626
845	53923	73555
846	53995	73503
847	54066	73449
848	54131	73386
849	54200	73329
850	54265	73267
851	54325	73199
852	54389	73136
853	54463	73085
854	54534	73031
855	54600	72970
856	54668	72913
857	54738	72857
858	54805	72797
859	54884	72754
860	54954	72698
861	55027	72646
862	55095	72587
863	55157	72521
864	55233	72474
865	55301	72415
866	55369	72357
867	55442	72304
868	55513	72250
869	55585	72197
870	55658	72145
871	55724	72083
872	55781	72011
873	55846	71949
874	55908	71882
875	55972	71818
876	56041	71761
877	56109	71702
878	56172	71638
879	56236	71573
880	56305	71515
881	56365	71447
882	56429	71384
883	56495	71322
884	56550	71246
885	56615	71184
886	56678	71119
887	56744	71058
888	56802	70987
889	56867	70924
890	56934	70864
891	57003	70807
892	57071	70747
893	57135	70684
894	57200	70621
895	57263	70556
896	57328	70494
897	57399	70438
898	57463	70375
899	57523	70305
900	57582	70236
901	57652	70180
902	57712	70111
903	57772	70042
904	57834	69976
905	57890	69902
906	57952	69836
907	58015	69771
908	58077	69705
909	58146	69647
910	58213	69587
911	58269	69514
912	58331	69447
913	58400	69390
914	58463	69325
915	58525	69259
916	58592	69199
917	58650	69128
918	58717	69068
919	58782	69005
920	58849	68945
921	58918	68887
922	58977	68818
923	59034	68746
924	59108	68694
925	59171	68628
926	59259	68592
927	59361	68573
928	59432	68516
929	59505	68462
930	59567	68396
931	59636	68338
932	59699	68273
933	59767	68214
934	59831	68150
935	59897	68088
936	59966	68030
937	60028	67964
938	60094	67902
939	60180	67862
940	60261	67818
941	60341	67771
942	60404	67707
943	60471	67645
944	60537	67583
945	60600	67518
946	60652	67441
947	60719	67380
948	60782	67315
949	60843	67248
950	60907	67184
951	60957	67103
952	61025	67045
953	61082	66972
954	61149	66911
955	61205	66839
956	61264	66769
957	61318	66694
958	61381	66630
959	61434	66554
960	61501	66493
961	61564	66428
962	61624	66360
963	61689	66297
964	61747	66227
965	61812	66163
966	61875	66099
967	61941	66036
968	62007	65974
969	62068	65907
970	62124	65835
971	62184	65767
972	62246	65701
973	62309	65636
974	62374	65573
975	62436	65506
976	62501	65443
977	62557	65371
978	62618	65304
979	62674	65232
980	62737	65167
981	62797	65099
982	62861	65035
983	62926	64972
984	62977	64895
985	63047	64837
986	63108	64771
987	63169	64704
988	63221	64628
989	63284	64563
990	63344	64494
991	63395	64417
992	63458	64353
993	63524	64290
994	63588	64227
995	63652	64163
996	63709	64092
997	63764	64020
998	63827	63955
999	63877	63877
1000	63931	63803
1001	63994	63738
1002	64056	63673
1003	64119	63608
1004	64180	63541
1005	64232	63466
1006	64289	63396
1007	64341	63320
1008	64404	63255
1009	64465	63188
1010	64520	63116
1011	64584	63053
1012	64650	62991
1013	64705	62919
1014	64772	62858
1015	64833	62791
1016	64901	62731
1017	64964	62667
1018	65023	62598
1019	65085	62533
1020	65145	62465
1021	65209	62401
1022	65275	62340
1023	65336	62273
1024	65399	62209
1025	65467	62149
1026	65532	62087
1027	65597	62023
1028	65678	61976
1029	65742	61912
1030	65802	61845
1031	65859	61775
1032	65921	61709
1033	65988	61648
1034	66056	61588
1035	66124	61529
1036	66187	61463
1037	66255	61404
1038	66312	61334
1039	66375	61269
1040	66438	61204
1041	66509	61147
1042	66577	61087
1043	66646	61028
1044	66704	60959
1045	66765	60893
1046	66830	60830
1047	66892	60765
1048	66957	60702
1049	67011	60629
1050	67071	60562
1051	67136	60499
1052	67202	60437
1053	67267	60374
1054	67322	60302
1055	67382	60235
1056	67437	60164
1057	67490	60090
1058	67550	60023
1059	67609	59955
1060	67675	59893
1061	67735	59826
1062	67799	59763
1063	67862	59698
1064	67930	59638
1065	67986	59568
1066	68045	59499
1067	68114	59441
1068	68177	59375
1069	68241	59312
1070	68298	59243
1071	68363	59180
1072	68411	59102
1073	68473	59037
1074	68541	58977
1075	68596	58906
1076	68660	58842
1077	68723	58778
1078	68791	58717
1079	68851	58651
1080	68918	58589
1081	68990	58533
1082	69048	58464
1083	69109	58398
1084	69175	58336
1085	69234	58269
1086	69295	58203
1087	69365	58144
1088	69437	58087
1089	69492	58016
1090	69556	57953
1091	69611	57881
1092	69670	57814
1093	69734	57750
1094	69801	57689
1095	69864	57625
1096	69920	57555
1097	69984	57492
1098	70047	57427
1099	70104	57358
1100	70165	57292
1101	70233	57231
1102	70301	57171
1103	70356	57100
1104	70412	57031
1105	70470	56962
1106	70536	56901
1107	70593	56831
1108	70647	56760
1109	70708	56694
1110	70775	56633
1111	70835	56566
1112	70897	56501
1113	70957	56434
1114	71014	56365
1115	71077	56301
1116	71135	56233
1117	71200	56170
1118	71264	56107
1119	71321	56038
1120	71383	55973
1121	71444	55907
1122	71509	55844
1123	71564	55774
1124	71620	55705
1125	71680	55638
1126	71745	55575
1127	71807	55510
1128	71875	55450
1129	71945	55392
1130	72008	55327
1131	72072	55264
1132	72132	55197
1133	72191	55130
1134	72256	55067
1135	72319	55003
1136	72384	54940
1137	72442	54873
1138	72508	54810
1139	72571	54747
1140	72630	54679
1141	72687	54610
1142	72751	54547
1143	72812	54482
1144	72875	54418
1145	72930	54347
1146	73002	54290
1147	73064	54225
1148	73116	54153
1149	73176	54087
1150	73236	54020
1151	73294	53953
1152	73355	53887
1153	73408	53816
1154	73471	53752
1155	73537	53689
1156	73591	53619
1157	73654	53555
1158	73716	53490
1159	73777	53424
1160	73836	53358
1161	73900	53294
1162	73956	53225
1163	74017	53160
1164	74081	53096
1165	74144	53033
1166	74210	52971
1167	74262	52899
1168	74328	52837
1169	74386	52769
1170	74444	52702
1171	74504	52636
1172	74562	52568
1173	74616	52498
1174	74684	52437
1175	74744	52372
1176	74812	52311
1177	74876	52248
1178	74939	52184
1179	75002	52120
1180	75070	52059
1181	75140	52000
1182	75202	51936
1183	75260	51868
1184	75328	51808
1185	75397	51748
1186	75487	51702
1187	75569	51651
1188	75631	51587
1189	75700	51527
1190	75765	51464
1191	75830	51402
1192	75891	51336
1193	75952	51271
1194	76022	51211
1195	76083	51146
1196	76152	51086
1197	76217	51023
1198	76283	50962
1199	76348	50898
1200	76406	50831
1201	76470	50768
1202	76534	50704
1203	76600	50642
1204	76660	50577
1205	76719	50510
1206	76781	50445
1207	76840	50379
1208	76899	50311
1209	76960	50246
1210	77026	50185
1211	77087	50119
1212	77148	50054
1213	77212	49991
1214	77278	49929
1215	77345	49867
1216	77402	49799
1217	77470	49738
1218	77545	49682
1219	77612	49621
1220	77682	49561
1221	77745	49497
1222	77806	49432
1223	77871	49369
1224	77934	49305
1225	77999	49242
1226	78053	49172
1227	78120	49111
1228	78176	49043
1229	78229	48973
1230	78293	48909
1231	78353	48843
1232	78417	48780
1233	78478	48714
1234	78540	48650
1235	78603	48586
1236	78671	48525
1237	78737	48463
1238	78800	48399
1239	78868	48338
1240	78931	48274
1241	78993	48210
1242	79055	48145
1243	79121	48083
1244	79184	48019
1245	79251	47958
1246	79313	47893
1247	79392	47839
1248	79468	47782
1249	79522	47713
1250	79588	47651
1251	79650	47586
1252	79716	47524
1253	79781	47461
1254	79844	47397
1255	79909	47335
1256	79978	47274
1257	80035	47206
1258	80107	47148
1259	80169	47083
1260	80228	47017
1261	80295	46955
1262	80366	46896
1263	80426	46830
1264	80495	46770
1265	80556	46704
1266	80612	46636
1267	80671	46570
1268	80728	46503
1269	80786	46436
1270	80840	46367
1271	80908	46306
1272	80972	46242
1273	81036	46179
1274	81099	46115
1275	81158	46049
1276	81221	45985
1277	81289	45924
1278	81358	45863
1279	81427	45802
1280	81492	45740
1281	81557	45677
1282	81616	45610
1283	81681	45548
1284	81750	45487
1285	81819	45426
1286	81885	45364
1287	81943	45298
1288	82000	45230
1289	82057	45163
1290	82118	45098
1291	82183	45035
1292	82236	44966
1293	82297	44900
1294	82368	44841
1295	82452	44789
1296	82505	44719
1297	82567	44655
1298	82632	44592
1299	82699	44530
1300	82757	44464
1301	82824	44402
1302	82881	44334
1303	82943	44270
1304	83007	44206
1305	83074	44145
1306	83147	44086
1307	83213	44024
1308	83271	43957
1309	83333	43892
1310	83401	43831
1311	83463	43767
1312	83526	43703
1313	83584	43637
1314	83640	43569
1315	83703	43505
1316	83761	43439
1317	83826	43376
1318	83894	43314
1319	83960	43252
1320	84026	43189
1321	84084	43123
1322	84155	43063
1323	84222	43001
1324	84287	42938
1325	84345	42872
1326	84408	42808
1327	84476	42747
1328	84544	42685
1329	84607	42622
1330	84673	42559
1331	84737	42495
1332	84806	42435
1333	84874	42373
1334	84937	42309
1335	84990	42240
1336	85061	42180
1337	85123	42116
1338	85191	42054
1339	85257	41992
1340	85328	41932
1341	85388	41867
1342	85468	41811
1343	85533	41748
1344	85605	41688
1345	85672	41626
1346	85735	41563
1347	85805	41502
1348	85869	41439
1349	85935	41376
1350	86001	41314
1351	86063	41249
1352	86118	41181
1353	86182	41117
1354	86287	41073
1355	86369	41019
1356	86444	40960
1357	86517	40901
1358	86588	40841
1359	86657	40779
1360	86723	40717
1361	86784	40652
1362	86848	40588
1363	86911	40524
1364	86982	40464
1365	87044	40400
1366	87106	40335
1367	87172	40272
1368	87236	40209
1369	87292	40141
1370	87364	40081
1371	87438	40022
1372	87513	39964
1373	87580	39901
1374	87645	39838
1375	87708	39774
1376	87776	39713
1377	87843	39650
1378	87909	39587
1379	87970	39522
1380	88041	39462
1381	88113	39402
1382	88175	39337
1383	88235	39272
1384	88299	39208
1385	88366	39146
1386	88427	39081
1387	88491	39017
1388	88559	38955
1389	88623	38892
1390	88691	38830
1391	88752	38765
1392	88809	38698
1393	88868	38633
1394	88939	38572
1395	88996	38505
1396	89055	38439
1397	89123	38378
1398	89186	38313
1399	89253	38251
1400	89316	38187
1401	89392	38128
1402	89453	38063
1403	89520	38001
1404	89577	37934
1405	89643	37872
1406	89710	37809
1407	89771	37744
1408	89835	37681
1409	89898	37617
1410	89963	37553
1411	90034	37493
1412	90092	37426
1413	90158	37364
1414	90233	37304
1415	90299	37242
1416	90364	37179
1417	90432	37116
1418	90492	37051
1419	90549	36985
1420	90607	36918
1421	90670	36854
1422	90739	36793
1423	90795	36726
1424	90862	36663
1425	90930	36601
1426	90996	36538
1427	91062	36475
1428	91122	36410
1429	91192	36349
1430	91264	36289
1431	91335	36227
1432	91394	36162
1433	91457	36098
1434	91531	36038
1435	91588	35972
1436	91663	35912
1437	91723	35847
1438	91785	35782
1439	91844	35717
1440	91907	35653
1441	91969	35588
1442	92033	35525
1443	92101	35462
1444	92167	35400
1445	92230	35336
1446	92288	35269
1447	92350	35205
1448	92419	35143
1449	92485	35080
1450	92546	35016
1451	92605	34950
1452	92668	34886
1453	92724	34819
1454	92777	34751
1455	92841	34687
1456	92900	34622
1457	92969	34560
1458	93025	34494
1459	93098	34433
1460	93161	34369
1461	93221	34304
1462	93281	34239
1463	93343	34174
1464	93416	34114
1465	93482	34051
1466	93549	33988
1467	93606	33922
1468	93669	33858
1469	93728	33793
1470	93791	33729
1471	93855	33665
1472	93925	33603
1473	93994	33542
1474	94054	33477
1475	94119	33413
1476	94176	33347
1477	94244	33285
1478	94311	33222
1479	94369	33156
1480	94437	33094
1481	94500	33030
1482	94562	32966
1483	94621	32900
1484	94681	32835
1485	94752	32774
1486	94814	32709
1487	94879	32646
1488	94948	32584
1489	95007	32519
1490	95066	32454
1491	95128	32389
1492	95198	32327
1493	95260	32263
1494	95323	32199
1495	95388	32136
1496	95459	32075
1497	95524	32011
1498	95588	31947
1499	95649	31883
1500	95709	31818
1501	95769	31753
1502	95822	31685
1503	95886	31621
1504	95940	31555
1505	95995	31488
1506	96060	31425
1507	96121	31360
1508	96185	31296
1509	96242	31230
1510	96311	31169
1511	96376	31105
1512	96438	31041
1513	96504	30978
1514	96574	30916
1515	96637	30852
1516	96696	30787
1517	96767	30725
1518	96830	30662
1519	96888	30596
1520	96959	30534
1521	97014	30468
1522	97078	30404
1523	97145	30341
1524	97200	30275
1525	97258	30209
1526	97317	30144
1527	97382	30081
1528	97451	30019
1529	97520	29957
1530	97571	29889
1531	97636	29826
1532	97695	29761
1533	97753	29695
1534	97807	29628
1535	97863	29562
1536	97918	29496
1537	97987	29434
1538	98033	29365
1539	98091	29299
1540	98152	29235
1541	98216	29171
1542	98280	29108
1543	98345	29045
1544	98402	28979
1545	98461	28914
1546	98517	28848
1547	98580	28784
1548	98638	28719
1549	98696	28653
1550	98753	28588
1551	98819	28525
1552	98878	28460
1553	98937	28395
1554	98991	28328
1555	99048	28263
1556	99120	28201
1557	99178	28136
1558	99232	28070
1559	99295	28006
1560	99354	27941
1561	99417	27877
1562	99482	27814
1563	99546	27750
1564	99606	27686
1565	99669	27622
1566	99731	27558
1567	99786	27492
1568	99846	27427
1569	99911	27364
1570	99976	27300
1571	100029	27234
1572	100094	27171
1573	100157	27107
1574	100217	27042
1575	100279	26978
1576	100342	26914
1577	100402	26850
1578	100463	26786
1579	100520	26720
1580	100574	26654
1581	100631	26589
1582	100690	26524
1583	100745	26458
1584	100804	26393
1585	100863	26328
1586	100928	26265
1587	100990	26201
1588	101046	26136
1589	101104	26070
1590	101159	26005
1591	101221	25941
1592	101288	25878
1593	101356	25816
1594	101421	25752
1595	101480	25688
1596	101535	25622
1597	101591	25556
1598	101646	25491
1599	101704	25426
1600	101771	25363
1601	101826	25297
1602	101890	25234
1603	101945	25168
1604	102006	25104
1605	102070	25041
1606	102117	24973
1607	102177	24908
1608	102238	24844
1609	102299	24780
1610	102358	24716
1611	102415	24650
1612	102472	24585
1613	102526	24520
1614	102588	24456
1615	102643	24390
1616	102706	24326
1617	102767	24262
1618	102822	24197
1619	102885	24133
1620	102945	24069
1621	103007	24005
1622	103074	23942
1623	103132	23878
1624	103198	23815
1625	103257	23750
1626	103320	23686
1627	103374	23621
1628	103439	23557
1629	103499	23493
1630	103567	23431
1631	103625	23366
1632	103686	23302
1633	103747	23238
1634	103820	23177
1635	103880	23112
1636	103945	23049
1637	104002	22984
1638	104065	22921
1639	104119	22855
1640	104182	22791
1641	104248	22728
1642	104311	22665
1643	104371	22601
1644	104434	22537
1645	104497	22474
1646	104565	22411
1647	104629	22347
1648	104696	22285
1649	104757	22221
1650	104822	22158
1651	104889	22095
1652	104953	22031
1653	105022	21969
1654	105082	21905
1655	105146	21841
1656	105210	21778
1657	105274	21715
1658	105342	21652
1659	105412	21590
1660	105479	21527
1661	105546	21464
1662	105616	21402
1663	105673	21337
1664	105740	21275
